measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,val,upper,lower
Age-Standardized Smoking Prevalence,20,Viet Nam,2,Female,29,15+ years,2018,0.026864707,0.032801532,0.021401375
Age-Standardized Smoking Prevalence,20,Viet Nam,3,Both,29,15+ years,2018,0.242048021,0.250436011,0.233895371
Age-Standardized Smoking Prevalence,20,Viet Nam,1,Male,29,15+ years,2019,0.470689311,0.488264441,0.453325854
Age-Standardized Smoking Prevalence,20,Viet Nam,2,Female,29,15+ years,2019,0.026799019,0.033016757,0.021316121
Age-Standardized Smoking Prevalence,20,Viet Nam,3,Both,29,15+ years,2019,0.243495744,0.252584708,0.234494818
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1990,0.484932529,0.504538686,0.466374906
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1990,0.220057979,0.250594454,0.189293502
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1990,0.356424538,0.373879537,0.338596589
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1991,0.485035175,0.504184071,0.466868811
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1991,0.220583606,0.250476617,0.190647238
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1991,0.35654371,0.373730356,0.338827618
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1992,0.485038338,0.504450011,0.466837803
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1992,0.221163454,0.250974513,0.191614418
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1992,0.356647653,0.373451294,0.339507197
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1993,0.485468027,0.503762124,0.467795731
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1993,0.221923805,0.252320568,0.193569332
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1993,0.357073955,0.374341751,0.33998252
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1994,0.486334886,0.503562388,0.468618886
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1994,0.222885607,0.252928613,0.196062712
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1994,0.357824417,0.374831364,0.341216696
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1995,0.487309584,0.503912703,0.469539457
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1995,0.223870272,0.25319161,0.197716432
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1995,0.358658871,0.374891271,0.342664332
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1996,0.488076006,0.50429477,0.470883298
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1996,0.224774899,0.253213435,0.199300291
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1996,0.35939848,0.375519538,0.343855291
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1997,0.48845848,0.504532242,0.47173874
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1997,0.225481081,0.252401155,0.200835355
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1997,0.359836212,0.375241648,0.344760542
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1998,0.488691836,0.503971755,0.47257982
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1998,0.226089164,0.251830047,0.202439499
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1998,0.360161614,0.374946342,0.345592679
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,1999,0.488641126,0.503411605,0.472841287
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,1999,0.226676035,0.250701552,0.204491535
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,1999,0.360334565,0.374228479,0.346716551
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2000,0.488096724,0.502433932,0.473004576
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2000,0.226954485,0.248220072,0.205895156
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2000,0.360138609,0.373419293,0.34754436
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2001,0.486918057,0.500848792,0.472455836
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2001,0.226738392,0.246272712,0.207697635
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2001,0.35942899,0.372016928,0.347945894
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2002,0.484617463,0.49752736,0.471209668
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2002,0.225790273,0.243164213,0.208549682
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2002,0.357858093,0.369547406,0.347337313
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2003,0.481277991,0.493417401,0.468613713
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2003,0.224212446,0.239777679,0.209078243
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2003,0.355458918,0.366135044,0.345621584
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2004,0.477133703,0.48891606,0.465552789
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2004,0.221963524,0.235252498,0.208718771
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2004,0.352290878,0.361733922,0.34367693
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2005,0.471964253,0.483721164,0.461169468
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2005,0.218816007,0.231110718,0.206850781
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2005,0.34813397,0.356573939,0.340266245
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2006,0.465789818,0.476988465,0.455858883
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2006,0.214886021,0.225580735,0.204181453
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2006,0.343039501,0.350954545,0.335465614
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2007,0.458621417,0.468949531,0.448812919
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2007,0.210210048,0.220113993,0.200631025
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2007,0.337132628,0.344706634,0.329929531
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2008,0.448540825,0.458497235,0.43848794
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2008,0.203489447,0.213407015,0.193825721
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2008,0.328707531,0.336413771,0.321645837
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2009,0.438931441,0.449417608,0.428561379
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2009,0.196919612,0.207626251,0.186281593
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2009,0.320557685,0.328111412,0.313251055
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2010,0.429925233,0.440703542,0.419558843
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2010,0.190920934,0.201888701,0.17929927
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2010,0.312974381,0.32064306,0.305174873
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2011,0.424091716,0.435818501,0.413404018
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2011,0.186967052,0.198945719,0.174277407
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2011,0.308047965,0.316083836,0.299699421
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2012,0.41983069,0.43266278,0.408749903
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2012,0.184142121,0.197616203,0.170535796
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2012,0.304452004,0.313113461,0.295232581
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2013,0.416494211,0.430214141,0.40479407
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2013,0.182063932,0.196014326,0.166838322
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2013,0.301704322,0.311116013,0.292019582
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2014,0.414082979,0.427933725,0.401349032
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2014,0.180724456,0.195472207,0.164851429
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2014,0.299804505,0.310249211,0.289527322
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2015,0.412606375,0.427804988,0.398737555
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2015,0.179975243,0.19709734,0.163231917
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2015,0.298682901,0.310251932,0.287401383
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2016,0.41185572,0.428567124,0.39639754
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2016,0.179578203,0.198173622,0.16157934
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2016,0.298094649,0.309761021,0.285896687
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2017,0.411674396,0.428873629,0.395095088
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2017,0.179492283,0.199238528,0.160699699
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2017,0.297960099,0.310475218,0.285109443
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2018,0.411929493,0.430292196,0.394244672
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2018,0.179700088,0.200308138,0.160086927
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2018,0.298193114,0.311126368,0.285035814
Age-Standardized Smoking Prevalence,21,Oceania,1,Male,29,15+ years,2019,0.412519742,0.431911727,0.393948
Age-Standardized Smoking Prevalence,21,Oceania,2,Female,29,15+ years,2019,0.180115025,0.201850658,0.159800164
Age-Standardized Smoking Prevalence,21,Oceania,3,Both,29,15+ years,2019,0.298692729,0.312389154,0.28508433
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1990,0.499281508,0.524076529,0.470758918
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1990,0.180194318,0.219268089,0.146038463
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1990,0.340615481,0.365108815,0.318384629
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1991,0.495133175,0.519526969,0.467753773
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1991,0.17803583,0.215244775,0.145914321
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1991,0.337393119,0.361045997,0.316132857
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1992,0.491277632,0.515645798,0.465310202
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1992,0.176062472,0.211372836,0.145227695
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1992,0.334427113,0.35672146,0.313366191
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1993,0.487744713,0.512242769,0.462453101
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1993,0.174191418,0.207927062,0.145600715
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1993,0.331723587,0.352709377,0.312058611
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1994,0.48445215,0.508208709,0.460376958
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1994,0.17238712,0.204354962,0.145970511
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1994,0.329201578,0.349297233,0.311151199
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1995,0.481349171,0.504070983,0.458818572
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1995,0.170601964,0.200470867,0.145189839
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1995,0.326789122,0.345567871,0.309549989
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1996,0.478503637,0.499781164,0.457014052
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1996,0.16887453,0.196079126,0.145147606
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1996,0.324630249,0.341720824,0.307947879
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1997,0.476057255,0.496166369,0.455604486
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1997,0.167306078,0.191837955,0.144699944
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1997,0.322784181,0.338664451,0.306793431
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1998,0.474096395,0.493910786,0.454077402
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1998,0.165939852,0.188241376,0.145043718
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1998,0.321306947,0.336195514,0.306256646
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,1999,0.472502584,0.490752594,0.45318791
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,1999,0.16477401,0.184363191,0.145610378
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,1999,0.320113121,0.334304719,0.306516201
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2000,0.470952063,0.489125969,0.452852976
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2000,0.163550805,0.181270824,0.145810159
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2000,0.318891992,0.331845396,0.306343304
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2001,0.468980183,0.48603628,0.451315592
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2001,0.162161089,0.178765948,0.146360439
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2001,0.3173265,0.328843431,0.304660935
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2002,0.466780629,0.483509357,0.449184014
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2002,0.160638087,0.176090019,0.145628972
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2002,0.315587821,0.327180759,0.303424901
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2003,0.460589571,0.476774087,0.443557602
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2003,0.15764508,0.17242905,0.142890669
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2003,0.311141419,0.322345197,0.299554574
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2004,0.454518812,0.470927574,0.437275255
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2004,0.154780717,0.169992684,0.140102699
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2004,0.306783464,0.317819435,0.29530297
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2005,0.448205904,0.46498691,0.430847163
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2005,0.151771977,0.167455052,0.13633837
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2005,0.302160214,0.313249552,0.290841443
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2006,0.442362627,0.45938195,0.425130387
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2006,0.14899978,0.164916074,0.133380035
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2006,0.297883729,0.309354524,0.286564259
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2007,0.436832936,0.453892114,0.419578454
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2007,0.14649071,0.163170852,0.131221585
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2007,0.293867738,0.305785823,0.282502521
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2008,0.432301078,0.450192365,0.414782901
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2008,0.144413998,0.161788215,0.128167303
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2008,0.29054572,0.302979248,0.279198915
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2009,0.428884615,0.447182106,0.411393909
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2009,0.142870555,0.160873458,0.126464375
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2009,0.288062837,0.300609285,0.276367748
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2010,0.426281193,0.444966583,0.408282465
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2010,0.141841492,0.160041115,0.125033416
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2010,0.286247807,0.298677946,0.273808719
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2011,0.424236879,0.443812724,0.405765551
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2011,0.141079127,0.160124818,0.123642017
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2011,0.284813573,0.297457919,0.271615382
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2012,0.423998191,0.444468908,0.404427297
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2012,0.14131113,0.160661138,0.12347563
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2012,0.284773424,0.298187875,0.271451227
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2013,0.423606187,0.446206254,0.402868478
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2013,0.141514934,0.161922133,0.12330846
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2013,0.284639699,0.298573487,0.271073673
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2014,0.42310568,0.446720709,0.401921828
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2014,0.141744821,0.16341966,0.122921118
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2014,0.284470696,0.298741828,0.270394541
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2015,0.423108049,0.448233351,0.401063463
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2015,0.14216688,0.165365005,0.121716224
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2015,0.284656954,0.299901519,0.270339774
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2016,0.423467061,0.449224185,0.400600066
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2016,0.142641978,0.167496339,0.12124074
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2016,0.28504559,0.300979855,0.269928238
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2017,0.424047419,0.450173723,0.400717823
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2017,0.143281144,0.169464962,0.12095072
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2017,0.28562471,0.302472869,0.269756017
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2018,0.424649765,0.452344599,0.400053858
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2018,0.143971655,0.172215119,0.120498062
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2018,0.286236674,0.304621519,0.269550644
Age-Standardized Smoking Prevalence,22,Fiji,1,Male,29,15+ years,2019,0.425202325,0.453927057,0.399737246
Age-Standardized Smoking Prevalence,22,Fiji,2,Female,29,15+ years,2019,0.144622344,0.172959004,0.119952697
Age-Standardized Smoking Prevalence,22,Fiji,3,Both,29,15+ years,2019,0.286811455,0.30579473,0.269602
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1990,0.596972621,0.624430055,0.571091631
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1990,0.350901419,0.401418507,0.300997255
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1990,0.469154737,0.498730534,0.440741432
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1991,0.599952877,0.626906468,0.57407492
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1991,0.353843564,0.403981215,0.305247598
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1991,0.472029577,0.499920445,0.444140261
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1992,0.603302415,0.628649163,0.577196528
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1992,0.357111946,0.402675027,0.309829075
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1992,0.475258447,0.503365081,0.448372808
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1993,0.607086269,0.63125599,0.581230685
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1993,0.360645696,0.40518756,0.314470431
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1993,0.478821132,0.506274624,0.452298569
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1994,0.611341396,0.634738507,0.58610936
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1994,0.364505915,0.408166133,0.321228058
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1994,0.482762898,0.508534376,0.457449582
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1995,0.616172697,0.638397662,0.591960691
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1995,0.368730037,0.410270185,0.327141614
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1995,0.487177988,0.511416323,0.463183002
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1996,0.621650273,0.643073079,0.598635044
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1996,0.37338535,0.413213015,0.334418154
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1996,0.492053693,0.515430989,0.469033906
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1997,0.627574977,0.647952256,0.606130482
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1997,0.378279075,0.413945652,0.342666759
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1997,0.497270761,0.517948731,0.475919225
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1998,0.633955719,0.65320796,0.613491136
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1998,0.383469158,0.416364145,0.351164708
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1998,0.502881352,0.52151226,0.48325094
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,1999,0.640164836,0.658130892,0.620982086
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,1999,0.388573816,0.419398409,0.359917621
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,1999,0.508395267,0.525608332,0.490438697
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2000,0.645248332,0.662312005,0.628411886
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2000,0.392629536,0.42061082,0.366440778
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2000,0.512845098,0.528387694,0.49684537
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2001,0.649335878,0.665080418,0.633709089
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2001,0.395649267,0.418390312,0.373062712
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2001,0.516353257,0.53018262,0.501944438
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2002,0.652327604,0.666099161,0.637620448
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2002,0.397495349,0.417209077,0.378187589
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2002,0.518765261,0.530675036,0.507207747
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2003,0.654347409,0.667074423,0.640242971
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2003,0.398264533,0.414665942,0.381456671
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2003,0.520182632,0.530745662,0.509987333
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2004,0.656019935,0.668383109,0.643124028
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2004,0.398391171,0.412952829,0.383871279
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2004,0.52112175,0.530589193,0.511453241
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2005,0.656046804,0.667851204,0.644399951
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2005,0.396549217,0.409014048,0.383649266
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2005,0.520245428,0.529017668,0.511036406
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2006,0.65541569,0.666568638,0.643674556
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2006,0.393406604,0.406908197,0.379998283
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2006,0.518342867,0.527255444,0.509301909
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2007,0.6537237,0.665277565,0.64258003
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2007,0.389321048,0.405112022,0.3742833
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2007,0.515440447,0.525203515,0.505176
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2008,0.651598738,0.663414497,0.639373973
Age-Standardized Smoking Prevalence,23,Kiribati,2,Female,29,15+ years,2008,0.38480331,0.403571936,0.367171199
Age-Standardized Smoking Prevalence,23,Kiribati,3,Both,29,15+ years,2008,0.512094609,0.52330596,0.501238376
Age-Standardized Smoking Prevalence,23,Kiribati,1,Male,29,15+ years,2009,0.649391345,0.661836309,0.636715077
